time,values
11816 ,1056
11817 ,1065
11818 ,1056
11819 ,1062
11820 ,1062
11821 ,1062
11822 ,1062
11823 ,1059
11824 ,1059
11825 ,1059
11826 ,1059
11827 ,1059
11828 ,1059
11829 ,1059
11830 ,1062
11831 ,1059
11832 ,1062
11833 ,1056
11834 ,1062
11835 ,1062
11836 ,1059
11837 ,1062
11838 ,1062
11839 ,1059
11840 ,1062
11841 ,1059
11842 ,1053
11843 ,1059
11844 ,1056
11845 ,1059
11846 ,1056
11847 ,1062
11848 ,1056
11849 ,1059
11850 ,1059
11851 ,1062
11852 ,1056
11853 ,1056
11854 ,1050
11855 ,1056
11856 ,1059
11857 ,1050
11858 ,1059
11859 ,1059
11860 ,1059
11861 ,1056
11862 ,1059
11863 ,1059
11864 ,1059
11865 ,1056
11866 ,1059
11867 ,1056
11868 ,1056
11869 ,1056
11870 ,1059
11871 ,1056
11872 ,1062
11873 ,1059
11874 ,1059
11875 ,1059
11876 ,1056
11877 ,1062
11878 ,1056
11879 ,1059
11880 ,1062
11881 ,1062
11882 ,1059
11883 ,1059
11884 ,1056
11885 ,1062
11886 ,1059
11887 ,1056
11888 ,1059
11889 ,1059
11890 ,1059
11891 ,1059
11892 ,1056
11893 ,1059
11894 ,1065
11895 ,1062
11896 ,1056
11897 ,1056
11898 ,1056
11899 ,1059
11900 ,1056
11901 ,1056
11902 ,1059
11903 ,1062
11904 ,1059
11905 ,1056
11906 ,1059
11907 ,1059
11908 ,1059
11909 ,1059
11910 ,1062
11911 ,1056
11912 ,1059
11913 ,1059
11914 ,1059
11915 ,1062
11916 ,1059
11917 ,1059
11918 ,1059
11919 ,1062
11920 ,1056
11921 ,1059
11922 ,1059
11923 ,1056
11924 ,1059
11925 ,1062
11926 ,1059
11927 ,1056
11928 ,1062
11929 ,1059
11930 ,1059
11931 ,1059
11932 ,1059
11933 ,1059
11934 ,1062
11935 ,1062
11936 ,1059
11937 ,1056
11938 ,1056
11939 ,1053
11940 ,1053
11941 ,1059
11942 ,1062
11943 ,1062
11944 ,1059
11945 ,1062
11946 ,1059
11947 ,1059
11948 ,1059
11949 ,1059
11950 ,1059
11951 ,1056
11952 ,1056
11953 ,1056
11954 ,1062
11955 ,1062
11956 ,1062
11957 ,1062
11958 ,1059
11959 ,1056
11960 ,1059
11961 ,1059
11962 ,1056
11963 ,1062
11964 ,1059
11965 ,1065
11966 ,1059
11967 ,1059
11968 ,1059
11969 ,1059
11970 ,1059
11971 ,1059
11972 ,1059
11973 ,1059
11974 ,1059
11975 ,1059
11976 ,1059
11977 ,1059
11978 ,1056
11979 ,1053
11980 ,1059
11981 ,1056
11982 ,1056
11983 ,1059
11984 ,1059
11985 ,1059
11986 ,1062
11987 ,1059
11988 ,1056
11989 ,1056
11990 ,1059
11991 ,1062
11992 ,1062
11993 ,1059
11994 ,1059
11995 ,1059
11996 ,1059
11997 ,1062
11998 ,1059
11999 ,1059
12000 ,1062
12001 ,1059
12002 ,1059
12003 ,1062
12004 ,1062
12005 ,1062
12006 ,1059
12007 ,1059
12008 ,1059
12009 ,1059
12010 ,1062
12011 ,1062
12012 ,1056
12013 ,1062
12014 ,1062
12015 ,1056
12016 ,1059
12017 ,1059
12018 ,1062
12019 ,1056
12020 ,1062
12021 ,1059
12022 ,1059
12023 ,1059
12024 ,1059
12025 ,1062
12026 ,1062
12027 ,1059
12028 ,1056
12029 ,1059
12030 ,1062
12031 ,1059
12032 ,1059
12033 ,1062
12034 ,1059
12035 ,1062
12036 ,1059
12037 ,1059
12038 ,1062
12039 ,1059
12040 ,1059
12041 ,1059
12042 ,1062
12043 ,1059
12044 ,1059
12045 ,1059
12046 ,1059
12047 ,1059
12048 ,1062
12049 ,1059
12050 ,1059
12051 ,1062
12052 ,1056
12053 ,1059
12054 ,1062
12055 ,1059
12056 ,1062
12057 ,1059
12058 ,1065
12059 ,1062
12060 ,1062
12061 ,1062
12062 ,1062
12063 ,1053
12064 ,1059
12065 ,1059
12066 ,1062
12067 ,1059
12068 ,1065
12069 ,1065
12070 ,1059
12071 ,1059
12072 ,1059
12073 ,1062
12074 ,1062
12075 ,1062
12076 ,1059
12077 ,1062
12078 ,1059
12079 ,1062
12080 ,1059
12081 ,1059
12082 ,1062
12083 ,1062
12084 ,1059
12085 ,1059
12086 ,1059
12087 ,1059
12088 ,1059
12089 ,1062
12090 ,1059
12091 ,1053
12092 ,1059
12093 ,1062
12094 ,1059
12095 ,1056
12096 ,1059
12097 ,1059
12098 ,1059
12099 ,1056
12100 ,1059
12101 ,1056
12102 ,1059
12103 ,1062
12104 ,1062
12105 ,1059
12106 ,1053
12107 ,1059
12108 ,1059
12109 ,1059
12110 ,1059
12111 ,1062
12112 ,1059
12113 ,1056
12114 ,1065
12115 ,1059
12116 ,1059
12117 ,1059
12118 ,1059
12119 ,1059
12120 ,1059
12121 ,1059
12122 ,1056
12123 ,1059
12124 ,1059
12125 ,1056
12126 ,1059
12127 ,1059
12128 ,1056
12129 ,1062
12130 ,1056
12131 ,1059
12132 ,1062
12133 ,1056
12134 ,1062
12135 ,1062
12136 ,1059
12137 ,1062
12138 ,1059
12139 ,1056
12140 ,1059
12141 ,1065
12142 ,1059
12143 ,1059
12144 ,1062
12145 ,1059
12146 ,1059
12147 ,1065
12148 ,1062
12149 ,1062
12150 ,1065
12151 ,1059
12152 ,1059
12153 ,1050
12154 ,1053
12155 ,1056
12156 ,1062
12157 ,1056
12158 ,1059
12159 ,1059
12160 ,1059
12161 ,1059
12162 ,1071
12163 ,1074
12164 ,1077
12165 ,1083
12166 ,1077
12167 ,1068
12168 ,1050
12169 ,1050
12170 ,1032
12171 ,1026
12172 ,1020
12173 ,1020
12174 ,1020
12175 ,1020
12176 ,1020
12177 ,1020
12178 ,1020
12179 ,1023
12180 ,1020
12181 ,1011
12182 ,1017
12183 ,1017
12184 ,1011
12185 ,1014
12186 ,1020
12187 ,1020
12188 ,1017
12189 ,1014
12190 ,1017
12191 ,1014
12192 ,1017
12193 ,1020
12194 ,1014
12195 ,1014
12196 ,1017
12197 ,1014
12198 ,1020
12199 ,1017
12200 ,1014
12201 ,1017
12202 ,1011
12203 ,1026
12204 ,1020
12205 ,1026
12206 ,1026
12207 ,1029
12208 ,1032
12209 ,1032
12210 ,1026
12211 ,1020
12212 ,1023
12213 ,1023
12214 ,1023
12215 ,1023
12216 ,1020
12217 ,1017
12218 ,1020
12219 ,1023
12220 ,1023
12221 ,1020
12222 ,1020
12223 ,1017
12224 ,1023
12225 ,1023
12226 ,1023
12227 ,1017
12228 ,1023
12229 ,1020
12230 ,1020
12231 ,1023
12232 ,1020
12233 ,1017
12234 ,1020
12235 ,1020
12236 ,1020
12237 ,1020
12238 ,1017
12239 ,1023
12240 ,1020
12241 ,1020
12242 ,1017
12243 ,1020
12244 ,1017
12245 ,1017
12246 ,1020
12247 ,1017
12248 ,1020
12249 ,1017
12250 ,1017
12251 ,1020
12252 ,1017
12253 ,1020
12254 ,1020
12255 ,1017
12256 ,1020
12257 ,1017
12258 ,1017
12259 ,1017
12260 ,1017
12261 ,1020
12262 ,1017
12263 ,1017
12264 ,1020
12265 ,1017
12266 ,1020
12267 ,1017
12268 ,1017
12269 ,1014
12270 ,1017
12271 ,1017
12272 ,1017
12273 ,1017
12274 ,1017
12275 ,1020
12276 ,1020
12277 ,1017
12278 ,1014
12279 ,1014
12280 ,1011
12281 ,1014
12282 ,1011
12283 ,1008
12284 ,1005
12285 ,1011
12286 ,1005
12287 ,1017
12288 ,1017
12289 ,1020
12290 ,1023
12291 ,1020
12292 ,1020
12293 ,1026
12294 ,1023
12295 ,1020
12296 ,1023
12297 ,1023
12298 ,1017
12299 ,1023
12300 ,1020
12301 ,1023
12302 ,1017
12303 ,1020
12304 ,1023
12305 ,1020
12306 ,1023
12307 ,1041
12308 ,1041
12309 ,1053
12310 ,1065
12311 ,1059
12312 ,1056
12313 ,1056
12314 ,1056
12315 ,1053
12316 ,1059
12317 ,1059
12318 ,1062
12319 ,1062
12320 ,1062
12321 ,1059
12322 ,1059
12323 ,1062
12324 ,1059
12325 ,1062
12326 ,1056
12327 ,1062
12328 ,1059
12329 ,1056
12330 ,1059
12331 ,1032
12332 ,1029
12333 ,1026
12334 ,1029
12335 ,1032
12336 ,1017
12337 ,1017
12338 ,1011
12339 ,1014
12340 ,1014
12341 ,1011
12342 ,1011
12343 ,1011
12344 ,1008
12345 ,1014
12346 ,1017
12347 ,1011
12348 ,1008
12349 ,1014
12350 ,1017
12351 ,1014
12352 ,1017
12353 ,1014
12354 ,1008
12355 ,1011
12356 ,1011
12357 ,1011
12358 ,1014
12359 ,1008
12360 ,1011
12361 ,1008
12362 ,1008
12363 ,1011
12364 ,1020
12365 ,1041
12366 ,1044
12367 ,1053
12368 ,1050
12369 ,1041
12370 ,1032
12371 ,1032
12372 ,1029
12373 ,1026
12374 ,1035
12375 ,1035
12376 ,1032
12377 ,1032
12378 ,1035
12379 ,1032
12380 ,1035
12381 ,1035
12382 ,1032
12383 ,1035
12384 ,1035
12385 ,1053
12386 ,1047
12387 ,1029
12388 ,1041
12389 ,1050
12390 ,1056
12391 ,1056
12392 ,1056
12393 ,1056
12394 ,1056
12395 ,1050
12396 ,1056
12397 ,1059
12398 ,1062
12399 ,1062
12400 ,1059
12401 ,1062
12402 ,1065
12403 ,1059
12404 ,1059
12405 ,1056
12406 ,1059
12407 ,1059
12408 ,1059
12409 ,1059
12410 ,1062
12411 ,1059
12412 ,1059
12413 ,1059
12414 ,1059
12415 ,1059
12416 ,1059
12417 ,1056
12418 ,1056
12419 ,1059
12420 ,1056
12421 ,1056
12422 ,1059
12423 ,1059
12424 ,1062
12425 ,1059
12426 ,1056
12427 ,1059
12428 ,1056
12429 ,1056
12430 ,1050
12431 ,1053
12432 ,1059
12433 ,1056
12434 ,1059
12435 ,1059
12436 ,1062
12437 ,1059
12438 ,1056
12439 ,1059
12440 ,1056
12441 ,1062
12442 ,1062
12443 ,1059
12444 ,1062
12445 ,1059
12446 ,1059
12447 ,1059
12448 ,1062
12449 ,1056
12450 ,1059
12451 ,1056
12452 ,1062
12453 ,1059
12454 ,1059
12455 ,1059
12456 ,1059
12457 ,1059
12458 ,1059
12459 ,1059
12460 ,1062
12461 ,1059
12462 ,1059
12463 ,1062
12464 ,1062
12465 ,1059
12466 ,1059
12467 ,1059
12468 ,1059
12469 ,1062
12470 ,1059
12471 ,1059
12472 ,1056
12473 ,1059
12474 ,1059
12475 ,1059
12476 ,1065
12477 ,1065
12478 ,1059
12479 ,1062
12480 ,1056
12481 ,1059
12482 ,1059
12483 ,1053
12484 ,1062
12485 ,1059
12486 ,1059
12487 ,1059
12488 ,1059
12489 ,1059
12490 ,1059
12491 ,1056
12492 ,1059
12493 ,1059
12494 ,1062
12495 ,1059
12496 ,1062
12497 ,1056
12498 ,1059
12499 ,1059
12500 ,1062
12501 ,1059
12502 ,1059
12503 ,1059
12504 ,1059
12505 ,1059
12506 ,1056
12507 ,1059
12508 ,1059
12509 ,1059
12510 ,1059
12511 ,1056
12512 ,1059
12513 ,1056
12514 ,1056
12515 ,1059
12516 ,1059
12517 ,1059
12518 ,1059
12519 ,1059
12520 ,1056
12521 ,1056
12522 ,1059
12523 ,1062
12524 ,1059
12525 ,1062
12526 ,1059
12527 ,1059
12528 ,1062
12529 ,1059
12530 ,1059
12531 ,1056
12532 ,1062
12533 ,1059
12534 ,1056
12535 ,1059
12536 ,1056
12537 ,1062
12538 ,1059
12539 ,1062
12540 ,1056
12541 ,1059
12542 ,1056
12543 ,1056
12544 ,1062
12545 ,1059
12546 ,1056
12547 ,1056
12548 ,1059
12549 ,1059
12550 ,1059
12551 ,1056
12552 ,1059
12553 ,1062
12554 ,1059
12555 ,1062
12556 ,1059
12557 ,1053
12558 ,1062
12559 ,1059
12560 ,1059
12561 ,1065
12562 ,1059
12563 ,1059
12564 ,1062
12565 ,1059
12566 ,1059
12567 ,1059
12568 ,1062
12569 ,1062
12570 ,1056
12571 ,1062
12572 ,1062
12573 ,1062
12574 ,1056
12575 ,1059
12576 ,1059
12577 ,1062
12578 ,1056
12579 ,1059
12580 ,1059
12581 ,1062
12582 ,1059
12583 ,1059
12584 ,1062
12585 ,1059
12586 ,1062
12587 ,1059
12588 ,1059
12589 ,1062
12590 ,1062
12591 ,1062
12592 ,1059
12593 ,1059
12594 ,1059
12595 ,1059
12596 ,1059
12597 ,1056
12598 ,1059
12599 ,1062
12600 ,1059
12601 ,1059
12602 ,1062
12603 ,1056
12604 ,1059
12605 ,1056
12606 ,1059
12607 ,1059
12608 ,1056
12609 ,1059
12610 ,1056
12611 ,1053
12612 ,1059
12613 ,1056
12614 ,1056
12615 ,1056
12616 ,1059
12617 ,1062
12618 ,1056
12619 ,1059
12620 ,1059
12621 ,1059
12622 ,1062
12623 ,1059
12624 ,1056
12625 ,1062
12626 ,1056
12627 ,1059
12628 ,1059
12629 ,1059
12630 ,1059
12631 ,1056
12632 ,1062
12633 ,1059
12634 ,1059
12635 ,1059
12636 ,1059
12637 ,1053
12638 ,1059
12639 ,1059
12640 ,1062
12641 ,1062
12642 ,1059
12643 ,1065
12644 ,1059
12645 ,1059
12646 ,1065
12647 ,1059
12648 ,1062
12649 ,1053
12650 ,1056
12651 ,1056
12652 ,1059
12653 ,1059
12654 ,1059
12655 ,1062
12656 ,1059
12657 ,1059
12658 ,1062
12659 ,1056
12660 ,1059
12661 ,1062
12662 ,1062
12663 ,1059
12664 ,1062
12665 ,1062
12666 ,1062
12667 ,1059
12668 ,1059
12669 ,1059
12670 ,1062
12671 ,1059
12672 ,1059
12673 ,1059
12674 ,1062
12675 ,1062
12676 ,1062
12677 ,1059
12678 ,1059
12679 ,1053
12680 ,1062
12681 ,1062
12682 ,1059
12683 ,1056
12684 ,1056
12685 ,1068
12686 ,1059
12687 ,1062
12688 ,1059
12689 ,1056
12690 ,1056
12691 ,1062
12692 ,1056
12693 ,1059
12694 ,1062
12695 ,1062
12696 ,1059
12697 ,1062
12698 ,1062
12699 ,1062
12700 ,1059
12701 ,1059
12702 ,1059
12703 ,1062
12704 ,1059
12705 ,1059
12706 ,1062
12707 ,1059
12708 ,1062
12709 ,1056
12710 ,1059
12711 ,1062
12712 ,1062
12713 ,1065
12714 ,1059
12715 ,1062
12716 ,1059
12717 ,1059
12718 ,1059
12719 ,1059
12720 ,1059
12721 ,1056
12722 ,1062
12723 ,1059
12724 ,1062
12725 ,1059
12726 ,1059
12727 ,1062
12728 ,1062
12729 ,1062
12730 ,1059
12731 ,1053
12732 ,1059
12733 ,1062
12734 ,1065
12735 ,1059
12736 ,1059
12737 ,1065
12738 ,1065
12739 ,1062
12740 ,1062
12741 ,1059
12742 ,1062
12743 ,1056
12744 ,1059
12745 ,1059
12746 ,1062
12747 ,1059
12748 ,1059
12749 ,1062
12750 ,1062
12751 ,1059
12752 ,1059
12753 ,1059
12754 ,1053
12755 ,1053
12756 ,1056
12757 ,1059
12758 ,1056
12759 ,1062
12760 ,1062
12761 ,1059
12762 ,1059
12763 ,1056
12764 ,1065
12765 ,1071
12766 ,1080
12767 ,1080
12768 ,1077
12769 ,1071
12770 ,1056
12771 ,1044
12772 ,1029
12773 ,1032
12774 ,1023
12775 ,1017
12776 ,1020
12777 ,1020
12778 ,1020
12779 ,1023
12780 ,1017
12781 ,1014
12782 ,1017
12783 ,1020
12784 ,1014
12785 ,1020
12786 ,1017
12787 ,1014
12788 ,1020
12789 ,1014
12790 ,1017
12791 ,1017
12792 ,1017
12793 ,1017
12794 ,1017
12795 ,1017
12796 ,1011
12797 ,1014
12798 ,1014
12799 ,1014
12800 ,1017
12801 ,1014
12802 ,1017
12803 ,1011
12804 ,1014
12805 ,1014
12806 ,1023
12807 ,1023
12808 ,1029
12809 ,1026
12810 ,1026
12811 ,1029
12812 ,1035
12813 ,1032
12814 ,1032
12815 ,1029
12816 ,1029
12817 ,1026
12818 ,1023
12819 ,1026
12820 ,1023
12821 ,1026
12822 ,1020
12823 ,1020
12824 ,1020
12825 ,1020
12826 ,1020
12827 ,1023
12828 ,1020
12829 ,1023
12830 ,1023
12831 ,1023
12832 ,1023
12833 ,1020
12834 ,1023
12835 ,1020
12836 ,1020
12837 ,1020
12838 ,1023
12839 ,1023
12840 ,1020
12841 ,1023
12842 ,1020
12843 ,1020
12844 ,1020
12845 ,1020
12846 ,1020
12847 ,1020
12848 ,1017
12849 ,1023
12850 ,1020
12851 ,1017
12852 ,1020
12853 ,1023
12854 ,1017
12855 ,1014
12856 ,1017
12857 ,1017
12858 ,1017
12859 ,1020
12860 ,1020
12861 ,1020
12862 ,1017
12863 ,1020
12864 ,1017
12865 ,1017
12866 ,1020
12867 ,1017
12868 ,1020
12869 ,1020
12870 ,1020
12871 ,1020
12872 ,1017
12873 ,1017
12874 ,1017
12875 ,1017
12876 ,1017
12877 ,1017
12878 ,1017
12879 ,1017
12880 ,1017
12881 ,1017
12882 ,1011
12883 ,1011
12884 ,1014
12885 ,1011
12886 ,1011
12887 ,1008
12888 ,1008
12889 ,1008
12890 ,1008
12891 ,1020
12892 ,1035
12893 ,1038
12894 ,1032
12895 ,1038
12896 ,1056
12897 ,1059
12898 ,1059
12899 ,1056
12900 ,1047
12901 ,1053
12902 ,1056
12903 ,1059
12904 ,1059
12905 ,1056
12906 ,1059
12907 ,1059
12908 ,1059
12909 ,1056
12910 ,1059
12911 ,1059
12912 ,1056
12913 ,1029
12914 ,1032
12915 ,1026
12916 ,1029
12917 ,1023
12918 ,1026
12919 ,1011
12920 ,1017
12921 ,1014
12922 ,1011
12923 ,1014
12924 ,1008
12925 ,1017
12926 ,1017
12927 ,1014
12928 ,1011
12929 ,1014
12930 ,1014
12931 ,1011
12932 ,1014
12933 ,1014
12934 ,1011
12935 ,1011
12936 ,1014
12937 ,1014
12938 ,1014
12939 ,1014
12940 ,1011
12941 ,1011
12942 ,1011
12943 ,1014
12944 ,1014
12945 ,1011
12946 ,1011
12947 ,1014
12948 ,1017
12949 ,1014
12950 ,1017
12951 ,1014
12952 ,1014
12953 ,1011
12954 ,1029
12955 ,1023
12956 ,1023
12957 ,1026
12958 ,1029
12959 ,1017
12960 ,1026
12961 ,1023
12962 ,1020
12963 ,1026
12964 ,1026
12965 ,1026
12966 ,1023
12967 ,1020
12968 ,1026
12969 ,1026
12970 ,1029
12971 ,1026
12972 ,1023
12973 ,1026
12974 ,1023
12975 ,1023
12976 ,1026
12977 ,1023
12978 ,1029
12979 ,1026
12980 ,1026
12981 ,1029
12982 ,1023
12983 ,1023
12984 ,1020
12985 ,1029
12986 ,1023
12987 ,1023
12988 ,1023
12989 ,1023
12990 ,1023
12991 ,1017
12992 ,1023
12993 ,1023
12994 ,1026
12995 ,1026
12996 ,1020
12997 ,1023
12998 ,1020
12999 ,1023
13000 ,1023
13001 ,1026
13002 ,1023
13003 ,1032
13004 ,1035
13005 ,1035
13006 ,1032
13007 ,1026
13008 ,1026
13009 ,1017
13010 ,1023
13011 ,1044
13012 ,1053
13013 ,1065
13014 ,1059
13015 ,1059
13016 ,1062
13017 ,1065
13018 ,1062
13019 ,1065
13020 ,1056
13021 ,1059
13022 ,1059
13023 ,1065
13024 ,1065
13025 ,1062
13026 ,1062
13027 ,1062
13028 ,1062
13029 ,1065
13030 ,1062
13031 ,1059
13032 ,1068
13033 ,1062
13034 ,1065
13035 ,1059
13036 ,1065
13037 ,1065
13038 ,1065
13039 ,1062
13040 ,1062
13041 ,1062
13042 ,1062
13043 ,1065
13044 ,1065
13045 ,1062
13046 ,1065
13047 ,1062
13048 ,1062
13049 ,1062
13050 ,1062
13051 ,1062
13052 ,1062
13053 ,1062
13054 ,1065
13055 ,1062
13056 ,1059
13057 ,1065
13058 ,1062
13059 ,1062
13060 ,1062
13061 ,1062
13062 ,1062
13063 ,1062
13064 ,1065
13065 ,1065
13066 ,1062
13067 ,1059
13068 ,1062
13069 ,1062
13070 ,1062
13071 ,1047
13072 ,1044
13073 ,1029
13074 ,1023
13075 ,1023
13076 ,1023
13077 ,1020
13078 ,1014
13079 ,1014
13080 ,1017
13081 ,1017
13082 ,1017
13083 ,1014
13084 ,1011
13085 ,1014
13086 ,1014
13087 ,1017
13088 ,1014
13089 ,1014
13090 ,1008
13091 ,1011
13092 ,1008
13093 ,1014
13094 ,1014
13095 ,1014
13096 ,1017
13097 ,1014
13098 ,1014
13099 ,1008
13100 ,1014
13101 ,1008
13102 ,1017
13103 ,1014
13104 ,1014
13105 ,1011
13106 ,1014
13107 ,1023
13108 ,1023
13109 ,1020
13110 ,1023
13111 ,1020
13112 ,1023
13113 ,1023
13114 ,1017
13115 ,1020
13116 ,1020
13117 ,1020
13118 ,1023
13119 ,1020
13120 ,1023
13121 ,1023
13122 ,1020
13123 ,1026
13124 ,1023
13125 ,1023
13126 ,1026
13127 ,1026
13128 ,1023
13129 ,1023
13130 ,1023
13131 ,1023
13132 ,1023
13133 ,1026
13134 ,1017
13135 ,1023
13136 ,1026
13137 ,1023
13138 ,1023
13139 ,1023
13140 ,1020
13141 ,1026
13142 ,1023
13143 ,1023
13144 ,1020
13145 ,1023
13146 ,1020
13147 ,1029
13148 ,1023
13149 ,1023
13150 ,1020
13151 ,1026
13152 ,1020
13153 ,1020
13154 ,1026
13155 ,1026
13156 ,1020
13157 ,1023
13158 ,1023
13159 ,1026
13160 ,1020
13161 ,1020
13162 ,1023
13163 ,1029
13164 ,1023
13165 ,1026
13166 ,1020
13167 ,1029
13168 ,1035
13169 ,1032
13170 ,1029
13171 ,1023
13172 ,1020
13173 ,1011
13174 ,1053
13175 ,1065
13176 ,1059
13177 ,1059
13178 ,1059
13179 ,1059
13180 ,1059
13181 ,1065
13182 ,1059
13183 ,1062
13184 ,1062
13185 ,1062
13186 ,1062
13187 ,1065
13188 ,1062
13189 ,1065
13190 ,1062
13191 ,1062
13192 ,1065
13193 ,1065
13194 ,1062
13195 ,1062
13196 ,1059
13197 ,1065
13198 ,1062
13199 ,1065
13200 ,1062
13201 ,1062
13202 ,1062
13203 ,1059
13204 ,1065
13205 ,1062
13206 ,1062
13207 ,1065
13208 ,1062
13209 ,1065
13210 ,1062
13211 ,1062
13212 ,1065
13213 ,1062
13214 ,1062
13215 ,1062
13216 ,1065
13217 ,1062
13218 ,1062
13219 ,1062
13220 ,1062
13221 ,1062
13222 ,1065
13223 ,1062
13224 ,1059
13225 ,1062
13226 ,1059
13227 ,1062
13228 ,1065
13229 ,1062
13230 ,1065
13231 ,1059
13232 ,1062
13233 ,1062
13234 ,1062
13235 ,1062
13236 ,1062
13237 ,1053
13238 ,1044
13239 ,1041
13240 ,1032
13241 ,1020
13242 ,1020
13243 ,1020
13244 ,1023
13245 ,1020
13246 ,1017
13247 ,1011
13248 ,1011
13249 ,1014
13250 ,1011
13251 ,1011
13252 ,1011
13253 ,1011
13254 ,1011
13255 ,1011
13256 ,1011
13257 ,1011
13258 ,1011
13259 ,1017
13260 ,1014
13261 ,1014
13262 ,1008
13263 ,1011
13264 ,1014
13265 ,1011
13266 ,1014
13267 ,1014
13268 ,1014
13269 ,1017
13270 ,1014
13271 ,1017
13272 ,1017
13273 ,1035
13274 ,1032
13275 ,1032
13276 ,1029
13277 ,1023
13278 ,1023
13279 ,1023
13280 ,1020
13281 ,1023
13282 ,1023
13283 ,1020
13284 ,1020
13285 ,1023
13286 ,1026
13287 ,1053
13288 ,1056
13289 ,1062
13290 ,1056
13291 ,1047
13292 ,1038
13293 ,1029
13294 ,1026
13295 ,1029
13296 ,1032
13297 ,1029
13298 ,1032
13299 ,1026
13300 ,1029
13301 ,1029
13302 ,1032
13303 ,1035
13304 ,1053
13305 ,1053
13306 ,1056
13307 ,1032
13308 ,1038
13309 ,1047
13310 ,1050
13311 ,1056
13312 ,1053
13313 ,1056
13314 ,1053
13315 ,1053
13316 ,1056
13317 ,1053
13318 ,1050
13319 ,1068
13320 ,1056
13321 ,1056
13322 ,1053
13323 ,1062
13324 ,1053
13325 ,1050
13326 ,1053
13327 ,1059
13328 ,1059
13329 ,1056
13330 ,1050
13331 ,1053
13332 ,1056
13333 ,1056
13334 ,1056
13335 ,1056
13336 ,1056
13337 ,1056
13338 ,1050
13339 ,1050
13340 ,1053
13341 ,1056
13342 ,1050
13343 ,1056
13344 ,1053
13345 ,1053
13346 ,1053
13347 ,1053
13348 ,1050
13349 ,1053
13350 ,1056
13351 ,1053
13352 ,1056
13353 ,1053
13354 ,1053
13355 ,1050
13356 ,1053
13357 ,1059
13358 ,1056
13359 ,1047
13360 ,1050
13361 ,1056
13362 ,1053
13363 ,1053
13364 ,1056
13365 ,1053
13366 ,1053
13367 ,1053
13368 ,1056
13369 ,1056
13370 ,1053
13371 ,1053
13372 ,1053
13373 ,1047
13374 ,1053
13375 ,1053
13376 ,1056
13377 ,1056
13378 ,1050
13379 ,1050
13380 ,1050
13381 ,1050
13382 ,1053
13383 ,1050
13384 ,1050
13385 ,1053
13386 ,1053
13387 ,1053
13388 ,1053
13389 ,1050
13390 ,1056
13391 ,1053
13392 ,1053
13393 ,1050
13394 ,1050
13395 ,1050
13396 ,1050
13397 ,1044
13398 ,1053
13399 ,1050
13400 ,1056
13401 ,1050
13402 ,1053
13403 ,1050
13404 ,1053
13405 ,1050
13406 ,1047
13407 ,1053
13408 ,1050
13409 ,1047
13410 ,1053
13411 ,1050
13412 ,1047
13413 ,1050
13414 ,1050
13415 ,1050
13416 ,1050
13417 ,1050
13418 ,1050
13419 ,1053
13420 ,1050
13421 ,1050
13422 ,1053
13423 ,1053
13424 ,1056
13425 ,1053
13426 ,1056
13427 ,1053
13428 ,1053
13429 ,1053
13430 ,1050
13431 ,1050
13432 ,1053
13433 ,1053
13434 ,1053
13435 ,1050
13436 ,1053
13437 ,1053
13438 ,1053
13439 ,1053
13440 ,1056
13441 ,1050
13442 ,1053
13443 ,1053
13444 ,1053
13445 ,1053
13446 ,1053
13447 ,1050
13448 ,1053
13449 ,1056
13450 ,1056
13451 ,1050
13452 ,1050
13453 ,1053
13454 ,1053
13455 ,1053
13456 ,1053
13457 ,1053
13458 ,1056
13459 ,1056
13460 ,1053
13461 ,1056
13462 ,1056
13463 ,1053
13464 ,1050
13465 ,1050
13466 ,1050
13467 ,1056
13468 ,1056
13469 ,1050
13470 ,1053
13471 ,1053
13472 ,1050
13473 ,1053
13474 ,1053
13475 ,1053
13476 ,1056
13477 ,1056
13478 ,1053
13479 ,1053
13480 ,1053
13481 ,1056
13482 ,1056
13483 ,1053
13484 ,1053
13485 ,1053
13486 ,1056
13487 ,1053
13488 ,1053
13489 ,1050
13490 ,1050
13491 ,1053
13492 ,1050
13493 ,1056
13494 ,1053
13495 ,1053
13496 ,1056
13497 ,1053
13498 ,1053
13499 ,1050
13500 ,1053
13501 ,1053
13502 ,1053
13503 ,1050
13504 ,1050
13505 ,1053
13506 ,1053
13507 ,1056
13508 ,1053
13509 ,1053
13510 ,1053
13511 ,1050
13512 ,1053
13513 ,1053
13514 ,1053
13515 ,1050
13516 ,1053
13517 ,1053
13518 ,1050
13519 ,1053
13520 ,1050
13521 ,1053
13522 ,1059
13523 ,1050
13524 ,1053
13525 ,1050
13526 ,1053
13527 ,1053
13528 ,1053
13529 ,1050
13530 ,1053
13531 ,1059
13532 ,1053
13533 ,1053
13534 ,1050
13535 ,1050
13536 ,1050
13537 ,1053
13538 ,1059
13539 ,1053
13540 ,1050
13541 ,1056
13542 ,1050
13543 ,1053
13544 ,1050
13545 ,1050
13546 ,1056
13547 ,1050
13548 ,1056
13549 ,1053
13550 ,1050
13551 ,1053
13552 ,1053
13553 ,1053
13554 ,1056
13555 ,1050
13556 ,1056
13557 ,1056
13558 ,1056
13559 ,1050
13560 ,1050
13561 ,1053
13562 ,1056
13563 ,1056
13564 ,1053
